interface,link_status,carrier_transitions,input_errors,bit_errors,errored_blocks,fec_corrected,fec_uncorrected,crc_errors,temperature,temp_high_alarm,temp_low_alarm,temp_high_warn,temp_low_warn,bias_current,bias_high_alarm,bias_low_alarm,tx_power_mw,tx_power_dbm,rx_power_mw,rx_power_dbm,rx_high_alarm,rx_low_alarm,rx_high_warn,rx_low_warn,timestamp,switch
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.493,Off,Off,0.912,-0.4,0.702,-1.53,Off,Off,Off,Off,2026-09-02 03:54:37,sw-B
et-0/0/48,Up,1,0,0,0,5162,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 03:59:38,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 03:59:38,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 03:59:38,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.499,Off,Off,0.911,-0.4,0.7,-1.55,Off,Off,Off,Off,2026-09-02 03:59:38,sw-B
et-0/0/48,Up,1,0,0,0,5162,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:04:40,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:04:40,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:04:40,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.484,Off,Off,0.906,-0.43,0.702,-1.54,Off,Off,Off,Off,2026-09-02 04:04:40,sw-B
et-0/0/48,Up,1,0,0,0,5162,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:09:41,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:09:41,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:09:41,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.504,Off,Off,0.913,-0.39,0.699,-1.55,Off,Off,Off,Off,2026-09-02 04:09:41,sw-B
et-0/0/48,Up,1,0,0,0,5162,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:14:43,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:14:43,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:14:43,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.504,Off,Off,0.912,-0.4,0.702,-1.54,Off,Off,Off,Off,2026-09-02 04:14:43,sw-B
et-0/0/48,Up,1,0,0,0,5162,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:19:44,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:19:44,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:19:44,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.438,Off,Off,0.915,-0.39,0.701,-1.54,Off,Off,Off,Off,2026-09-02 04:19:44,sw-B
et-0/0/48,Up,1,0,0,0,5162,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:24:45,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:24:45,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:24:45,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.559,Off,Off,0.905,-0.44,0.702,-1.54,Off,Off,Off,Off,2026-09-02 04:24:45,sw-B
et-0/0/48,Up,1,0,0,0,5162,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:29:46,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:29:46,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:29:46,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.484,Off,Off,0.914,-0.39,0.7,-1.55,Off,Off,Off,Off,2026-09-02 04:29:46,sw-B
et-0/0/48,Up,1,0,0,0,5162,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:34:48,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:34:48,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:34:48,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.519,Off,Off,0.911,-0.4,0.701,-1.54,Off,Off,Off,Off,2026-09-02 04:34:48,sw-B
et-0/0/48,Up,1,0,0,0,5164,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:39:49,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:39:49,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:39:49,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.473,Off,Off,0.919,-0.37,0.698,-1.56,Off,Off,Off,Off,2026-09-02 04:39:49,sw-B
et-0/0/48,Up,1,0,0,0,5166,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:44:50,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:44:50,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:44:50,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.576,Off,Off,0.911,-0.41,0.701,-1.54,Off,Off,Off,Off,2026-09-02 04:44:50,sw-B
et-0/0/48,Up,1,0,0,0,5176,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:49:51,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:49:51,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:49:51,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.504,Off,Off,0.908,-0.42,0.7,-1.55,Off,Off,Off,Off,2026-09-02 04:49:51,sw-B
et-0/0/48,Up,1,0,0,0,5191,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:54:53,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:54:53,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:54:53,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.51,Off,Off,0.901,-0.45,0.699,-1.56,Off,Off,Off,Off,2026-09-02 04:54:53,sw-B
et-0/0/48,Up,1,0,0,0,5215,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:59:54,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:59:54,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 04:59:54,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.504,Off,Off,0.908,-0.42,0.699,-1.55,Off,Off,Off,Off,2026-09-02 04:59:54,sw-B
et-0/0/48,Up,1,0,0,0,5255,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:04:55,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:04:55,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:04:55,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.556,Off,Off,0.902,-0.45,0.698,-1.56,Off,Off,Off,Off,2026-09-02 05:04:55,sw-B
et-0/0/48,Up,1,0,0,0,5354,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:09:56,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:09:56,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:09:56,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.556,Off,Off,0.912,-0.4,0.697,-1.57,Off,Off,Off,Off,2026-09-02 05:09:56,sw-B
et-0/0/48,Up,1,0,0,0,5468,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:14:58,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:14:58,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:14:58,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.48,Off,Off,0.915,-0.39,0.695,-1.58,Off,Off,Off,Off,2026-09-02 05:14:58,sw-B
et-0/0/48,Up,1,0,0,0,5617,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:19:59,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:19:59,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:19:59,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.55,Off,Off,0.909,-0.42,0.697,-1.56,Off,Off,Off,Off,2026-09-02 05:19:59,sw-B
et-0/0/48,Up,1,0,0,0,5817,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:25:00,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:25:00,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:25:00,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.546,Off,Off,0.901,-0.45,0.696,-1.57,Off,Off,Off,Off,2026-09-02 05:25:00,sw-B
et-0/0/48,Up,1,0,0,0,6016,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:30:01,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:30:01,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:30:01,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.53,Off,Off,0.918,-0.37,0.697,-1.57,Off,Off,Off,Off,2026-09-02 05:30:01,sw-B
et-0/0/48,Up,1,0,0,0,6200,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:35:03,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:35:03,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:35:03,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.453,Off,Off,0.901,-0.45,0.697,-1.56,Off,Off,Off,Off,2026-09-02 05:35:03,sw-B
et-0/0/48,Up,1,0,0,0,6324,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:40:04,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:40:04,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:40:04,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.539,Off,Off,0.921,-0.36,0.698,-1.56,Off,Off,Off,Off,2026-09-02 05:40:04,sw-B
et-0/0/48,Up,1,0,0,0,6404,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:45:05,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:45:05,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:45:05,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.546,Off,Off,0.919,-0.37,0.691,-1.61,Off,Off,Off,Off,2026-09-02 05:45:05,sw-B
et-0/0/48,Up,1,0,0,0,6458,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:50:07,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:50:07,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:50:07,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.469,Off,Off,0.9,-0.46,0.697,-1.57,Off,Off,Off,Off,2026-09-02 05:50:07,sw-B
et-0/0/48,Up,1,0,0,0,6481,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:55:08,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:55:08,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 05:55:08,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.484,Off,Off,0.907,-0.42,0.697,-1.57,Off,Off,Off,Off,2026-09-02 05:55:08,sw-B
et-0/0/48,Up,1,0,0,0,6496,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:00:09,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:00:09,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:00:09,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.515,Off,Off,0.906,-0.43,0.696,-1.58,Off,Off,Off,Off,2026-09-02 06:00:09,sw-B
et-0/0/48,Up,1,0,0,0,6512,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:05:10,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:05:10,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:05:10,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.556,Off,Off,0.921,-0.36,0.695,-1.58,Off,Off,Off,Off,2026-09-02 06:05:10,sw-B
et-0/0/48,Up,1,0,0,0,6526,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:10:12,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:10:12,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:10:12,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.48,Off,Off,0.946,-0.24,0.696,-1.58,Off,Off,Off,Off,2026-09-02 06:10:12,sw-B
et-0/0/48,Up,1,0,0,0,6548,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:15:13,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:15:13,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:15:13,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.453,Off,Off,0.908,-0.42,0.696,-1.58,Off,Off,Off,Off,2026-09-02 06:15:13,sw-B
et-0/0/48,Up,1,0,0,0,6566,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:20:14,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:20:14,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:20:14,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.484,Off,Off,0.904,-0.44,0.693,-1.59,Off,Off,Off,Off,2026-09-02 06:20:14,sw-B
et-0/0/48,Up,1,0,0,0,6599,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:25:16,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:25:16,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:25:16,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.51,Off,Off,0.909,-0.41,0.693,-1.59,Off,Off,Off,Off,2026-09-02 06:25:16,sw-B
et-0/0/48,Up,1,0,0,0,6637,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:30:17,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:30:17,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:30:17,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.469,Off,Off,0.92,-0.36,0.698,-1.56,Off,Off,Off,Off,2026-09-02 06:30:17,sw-B
et-0/0/48,Up,1,0,0,0,6721,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:35:18,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:35:18,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:35:18,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.535,Off,Off,0.927,-0.33,0.696,-1.58,Off,Off,Off,Off,2026-09-02 06:35:18,sw-B
et-0/0/48,Up,1,0,0,0,6847,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:40:20,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:40:20,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:40:20,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.559,Off,Off,0.926,-0.34,0.696,-1.58,Off,Off,Off,Off,2026-09-02 06:40:20,sw-B
et-0/0/48,Up,1,0,0,0,6992,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:45:21,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:45:21,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:45:21,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.473,Off,Off,0.909,-0.42,0.694,-1.59,Off,Off,Off,Off,2026-09-02 06:45:21,sw-B
et-0/0/48,Up,1,0,0,0,7093,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:50:22,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:50:22,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:50:22,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.585,Off,Off,0.943,-0.26,0.693,-1.59,Off,Off,Off,Off,2026-09-02 06:50:22,sw-B
et-0/0/48,Up,1,0,0,0,7169,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:55:23,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:55:23,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 06:55:23,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.585,Off,Off,0.923,-0.35,0.694,-1.58,Off,Off,Off,Off,2026-09-02 06:55:23,sw-B
et-0/0/48,Up,1,0,0,0,7199,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:00:25,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:00:25,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:00:25,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,39.0,Off,Off,Off,Off,7.546,Off,Off,0.918,-0.37,0.695,-1.58,Off,Off,Off,Off,2026-09-02 07:00:25,sw-B
et-0/0/48,Up,1,0,0,0,7217,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:05:26,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:05:26,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:05:26,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.526,Off,Off,0.923,-0.35,0.697,-1.57,Off,Off,Off,Off,2026-09-02 07:05:26,sw-B
et-0/0/48,Up,1,0,0,0,7221,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:10:27,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:10:27,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:10:27,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.48,Off,Off,0.922,-0.35,0.697,-1.57,Off,Off,Off,Off,2026-09-02 07:10:27,sw-B
et-0/0/48,Up,1,0,0,0,7224,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:15:28,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:15:28,sw-B
et-0/0/50,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:15:28,sw-B
et-0/0/51,Up,1,0,0,0,0,0,0,38.0,Off,Off,Off,Off,7.55,Off,Off,0.917,-0.38,0.697,-1.57,Off,Off,Off,Off,2026-09-02 07:15:28,sw-B
et-0/0/48,Up,1,0,0,0,7224,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:20:30,sw-B
et-0/0/49,Up,1,0,0,0,0,0,0,,Off,Off,Off,Off,,Off,Off,,,,,Off,Off,Off,Off,2026-09-02 07:20:30,sw-B
